,Tweet,HS,Abusive,HS_Individual,HS_Group,HS_Religion,HS_Race,HS_Physical,HS_Gender,HS_Other,HS_Weak,HS_Moderate,HS_Strong
175,pengguna pengguna haha sialaaan nih sih pengguna ternyata kalau lagi lapar presiden juga mau disikat sama dia,0,0,0,0,0,0,0,0,0,0,0,0
176,pengguna pengguna pengguna mau menasihati kali supaya tidak ugal ugalan nih eh tapi ini negeri sudah keburu hancur nah sekarang saja ekonomi moral menikah kacaoooooo,1,0,1,0,0,0,0,0,1,1,0,0
177,pengguna alah kebelet kenapa dikasihani orang makin sayang saya pak setelah kasus media sosial gue baru sadar beberapa hal di satu instansi kemarin tar gue ceritakan duuuhhh,0,1,0,0,0,0,0,0,0,0,0,0
178,pengguna iya tadi,0,0,0,0,0,0,0,0,0,0,0,0
179,pengguna tahun 2019 rakyat makan aspal dan beton ini adalah solusi jitu mengurangi kemiskinan keahlian hanya 1 tukang tipu adalah begitu enggak ketulungan plonga plongo mengakibatkan optimisme berlebihan 2019 ganti presiden,1,1,0,1,0,0,0,0,1,0,1,0
180,pengguna aku pernah sempat baca tentang harun yahya ini yang membelot ke kubu yahudi dengan freemason nya kadang suka tidak percaya,0,0,0,0,0,0,0,0,0,0,0,0
181,kita maju bersama ulama kita bergerak bersama semua tokoh agama untuk indonesia ikut gus mus,0,0,0,0,0,0,0,0,0,0,0,0
182,pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna,0,0,0,0,0,0,0,0,0,0,0,0
183,mukidi terlalu percaya diri pertanyaan mudah ya dijawab yang keras tapi saya meminta dijawab yang keras siapa nama saya,0,0,0,0,0,0,0,0,0,0,0,0
184,pengguna kemarin di hujat sekarang mengharap dasar para,1,1,0,1,0,0,0,0,1,0,1,0
185,pengguna penjelasan saya bukan fitnah silakan dibantah pengguna apollinaris darmawan sebut al alquran kitab,1,1,0,1,1,0,0,0,0,0,1,0
186,saja koloe dibilang saudara sama kamu pasti ogah hidupmu kok begini amat ya itu hati apa comberan pengguna,1,1,1,0,0,0,0,0,1,1,0,0
187,body lufra scrub dengan bahan dasar lidah untuk melembabkan kulit amp lebih bercahaya info 087812026394 body mass index,0,0,0,0,0,0,0,0,0,0,0,0
188,pengguna tak punya di masa lalu karena belum bermasa lalu,0,0,0,0,0,0,0,0,0,0,0,0
189,pengguna pengguna jangan jangan penganut bumi datar juga soalnya teori bumi bulat kan dari orang yang notabene musuh mereka,0,0,0,0,0,0,0,0,0,0,0,0
190,becak warga binjai hendak disita karena gunakan tenda bertuliskan 2019 ganti presiden partai keadilan sejahtera meradang bukti pemerintah panik dan takut,1,0,0,1,0,0,0,0,1,0,1,0
191,lebih baik jokowi mundur,1,0,1,0,0,0,0,0,1,1,0,0
192,musyawarah nasional alim ulama ppp di semarang menghasilkan lima rekomendasi syarat dan kriteria kriteria bagi calon wakil presiden yang akan mendampingi bapak jokowi di 2019 mendatang romahurmuziy,0,0,0,0,0,0,0,0,0,0,0,0
193,pengguna luar biasa pencerahan nya saya merasa gagal sebagai anak ekonomi wkwk,0,0,0,0,0,0,0,0,0,0,0,0
194,pengguna pengguna pengguna pengguna kafan berasal dari budaya yahudi kenapa umat islam mengklaim,0,0,0,0,0,0,0,0,0,0,0,0
195,oleh sekarang atas kendali negara cina yang menjadi patron tunggal anti islam jokowi,1,0,0,1,1,1,0,0,0,0,1,0
196,pengguna pengguna itu tanda nya mau pilihan kepala daerah dan pemilihan presiden,0,0,0,0,0,0,0,0,0,0,0,0
197,misi 4 membangun masyarakat yang gotong royong toleran dan harmoni selaras nilai budaya jawa barat yang luhur nomor tiga jawa barat asyik asyik menang,0,0,0,0,0,0,0,0,0,0,0,0
198,ketabahan pasangan dan taufik dan puan nurliyana yang wajar dicontohi jom kita beri sumbangan untuk meringankan beban pasangan ini come on twitter do your berpikir badan standarisasi nasional 0510541000096745 bank islam 05058020145124 nurliyana bosan abdul razif,0,0,0,0,0,0,0,0,0,0,0,0
199,pengguna apa sih baru begitu doang belaganya sudah selangit tidak ingat ada karma nanti beberapa tahun lagi kalau idol kamu flop gue tertawa paling keras,1,1,1,0,0,0,0,0,1,1,0,0
200,pengguna pengguna kangen gue iya,0,1,0,0,0,0,0,0,0,0,0,0
201,terangi negeri dengan budaya yuk pada mengunjungi ke purwokerto mumpung ada even rakyat purwokerto ekstra vaganza banyumas,0,0,0,0,0,0,0,0,0,0,0,0
202,presiden itu punya dana taktis dia bisa menggunakan untuk kepentingan rakyatnya di luar program program pemerintah yang sudah ada soal program banyak sekali ada pembangunan infrastruktur kip kartu indonesia sehat sertifikat tanah perhutanan sosial bahan bakar minyak 1 harga padat karya,0,0,0,0,0,0,0,0,0,0,0,0
203,pengguna amin ya allah timnya kinan saja sampai pelatihan ular karena dia dapat di rawa rawa aku dapatnya di sungai gede begitu dan musuhnya wkwk,0,0,0,0,0,0,0,0,0,0,0,0
204,pengguna pengguna maju kamu memaki mama aku bolot,1,1,1,0,0,0,0,0,1,1,0,0
205,gerombolan kadal jidat gosong memang begitu sukanya ribut tapi kalau gerombolannya yang salah pura pura dasar gerombolan cingkrang uniform resource locator,1,1,0,1,0,0,1,0,0,0,1,0
206,pengguna pengguna pengguna sebegitu gentarnya dia takut terhadap,0,0,0,0,0,0,0,0,0,0,0,0
207,rt pengguna pengguna betul padahal saracen juga siapa sehingga akun yang kritis dianggap saracen kan aneh jokowi,1,0,1,0,0,0,0,0,1,1,0,0
208,pengguna siapa kamu bukan teman gue sudah kesal sendiri gue,1,1,1,0,0,0,0,0,1,1,0,0
209,pengguna pengguna kristen selalu buat ulah,1,1,0,1,1,0,0,0,0,0,1,0
210,pengguna tau dong bau baunya sudah keciri ini buluk,1,1,1,0,0,1,0,0,0,1,0,0
211,pengguna kayak memegang bukan,0,0,0,0,0,0,0,0,0,0,0,0
212,guru tk darma wanita persatuan desa plumbon porong deklarasi anti hoaks ujaran kebencian isu sarah dan mendukung pilihan kepala daerah damai,0,0,0,0,0,0,0,0,0,0,0,0
213,pengguna seram mainnya begituan,0,1,0,0,0,0,0,0,0,0,0,0
214,pengguna kayaknya bisa atau cuma bank tertentu bilang saja mau jual uang tukar ke rupiah,0,0,0,0,0,0,0,0,0,0,0,0
215,pengguna pengguna pengguna pengguna yaman nih setahun lagi gue deportasi kamu,1,1,1,0,0,0,0,0,1,0,0,1
216,hati hati berita pilihan kepala daerah yang berbau hoaks madiun madiun today 100thmadiun kotak karismatik madiun tolak cukai ilegal kunjungi juga,0,0,0,0,0,0,0,0,0,0,0,0
217,pengguna anak ya ini pengguna,1,1,1,0,0,0,0,0,1,1,0,0
218,pengguna sudah ketahuan hoaks ya fahri makanya kalau ambil berita tuyg pembaruan jangan dari tong diambil terus di screenshoot taunya berita sudah,1,0,1,0,0,0,0,0,1,1,0,0
219,mantap direct message dekat sama barisan serba guna bang pengguna,0,0,0,0,0,0,0,0,0,0,0,0
220,ternyata ada lebah yang tidak suka bunga tapi makan gue penasaran madu nya kayak bagaimana,0,0,0,0,0,0,0,0,0,0,0,0
221,pengguna pengguna pantas indonesia mundur dalam segala bentuk,1,0,1,0,0,0,0,0,1,1,0,0
222,pengguna pengguna pengguna pengguna nah yang yang bilang hacker haha,0,1,0,0,0,0,0,0,0,0,0,0
223,pengguna pengguna pengguna pengguna haha blunder kamu yang tidak memberi itu protein energy malnutrition pusat dengan alasan ham kalau rakyat aceh ya mau kali pun coba kamu datangi pemerintah bilang suruh buat hukum islam kaffah di aceh kalau dewan perwakilan rakyat a,1,1,1,0,0,0,0,0,1,1,0,0
224,gue sudah menyelam sampai bawah bawah balik lagi ke atas 1,0,1,0,0,0,0,0,0,0,0,0,0
225,saya tak bisa dipancing pancing dengan urusan penistaan atau bukan saya hanya berbicara pemahaman saya tentang fiksi dan kitab suci,0,0,0,0,0,0,0,0,0,0,0,0
226,pengguna pengguna pengguna pengguna kacung itu kita teman gue dungunya sampai ke tulang sumsum jadi jangan buang buang energi debat sama mereka,1,1,0,1,0,0,0,0,1,0,1,0
227,pengguna partai korupsi sapi,1,1,0,1,0,0,0,0,1,0,1,0
228,sinyal pemeliharaan apalagi ini niat tidak sih login twitter doang susah amat bagaimana mau open redtube pengguna,1,1,0,1,0,0,0,1,0,0,1,0
229,pengguna pengguna matanya aku tak mau aku wkwk,0,0,0,0,0,0,0,0,0,0,0,0
230,pengguna jadi ingat facebook lupa aku,0,1,0,0,0,0,0,0,0,0,0,0
231,pengguna kalau aku sih bakal bilang alah,0,1,0,0,0,0,0,0,0,0,0,0
232,nikita mirzani sudah pakai hijab yang masih berbicara cebang sudah pernah fantasikan dia belum uh ah cokorers,1,1,1,0,0,0,0,0,1,1,0,0
233,pengguna tatapannya dialihkan ke arah lain enggan menatap pria mencurigakan itu lagi pula siapa yang pertama kali membuat gaduh suasana jika angie tidak menemukan ada seorang pria yang tidur di sofanya kejadian seperti ini tidak akan terjadi,0,0,0,0,0,0,0,0,0,0,0,0
234,lahir dan berkembangnya gerakan di indonesia tidak dapat dipisahkan dari sebuah organisasi yang bernama indische sociaal democratische vereeniging,0,0,0,0,0,0,0,0,0,0,0,0
235,shaheizy sama wajah baharu calpis,0,0,0,0,0,0,0,0,0,0,0,0
236,ya terserah kamu saja balasnya kembali fokus kepada pekerjaan kita kami mengerjakan tugas proyek seni budaya hanya dalam 2 hari setelahnya langsung dikumpul dan dipresentasikan bersyukur nilainya memuaskan setelah kejadian proyek itu kami makin,0,0,0,0,0,0,0,0,0,0,0,0
237,tidak akan bro,0,0,0,0,0,0,0,0,0,0,0,0
238,kelakuan pengguna masuk kategori perbuatan tidak menyenangkan kelakuan pengguna sangat menganggu persatuan bangsa kelakuan naif pengguna secara tidak langsung sebagai bentuk intimidasi terhadap ulama kelakuan pengguna,1,1,1,0,0,0,0,0,1,1,0,0
239,turun ke pemukiman warga cibadak sukabumi uniform resource locator,0,0,0,0,0,0,0,0,0,0,0,0
240,pengguna kotor tidak masalah yang penting bahagia warganya mana mengerti,1,1,0,1,0,0,0,0,1,0,1,0
241,mau giveaway meja tapi nanti yang menang cuma the rich chenle,0,0,0,0,0,0,0,0,0,0,0,0
242,rt pengguna sudah kebuka satu demi satu kebusukan kubu anies sandi yang menang dengan tanpa berkah uniform resource locator dan prabowo berusaha cuci tangan,1,0,0,1,0,0,0,0,1,0,1,0
243,pengguna pengguna wkwk bang,0,1,0,0,0,0,0,0,0,0,0,0
244,pengguna pengguna bukan kayak orang bro tapi memang b ego,1,1,1,0,0,0,0,0,1,1,0,0
245,kementerian lingkungan hidup dan kehutanan upayakan pemerataan ekonomi melalui tora di kawasan hutan dan perhutanan sosial tribun medan,0,0,0,0,0,0,0,0,0,0,0,0
246,pengguna pak pengguna mahfud md sudah berpaling dari allah subhanahu wa taala pemberang demi bangsa ajak semua buang islam,1,1,0,1,1,0,0,0,0,0,0,1
247,pengguna pengguna orang orang kebanyakan minum amp makan kotoran otak nya somplak,1,1,1,0,0,0,0,0,1,1,0,0
248,apa yang terkuak semuanya sudah jelas sejak awal memang itu strategi kampanye kami di tim pemenangan anies sandi uniform resource locator,1,0,1,0,0,0,0,0,1,1,0,0
249,warga badui setelah selesai memperingati tradisi seba di pendopo pemerintah kabupaten lebak akan dilanjutkan kembali bertemu dengan gubernur banten wahidin halim hari ini sabtu 21 4 seba baduy 2018,0,0,0,0,0,0,0,0,0,0,0,0
250,lembaga lembaga anti korupsi masa lalu bubar karena sentuh kekuasaan giliran komisi pemberantasan korupsi kenapa partai demokrasi indonesia perjuangan partai politik penguasa yang pulang mengotot ingin bubarkan komisi pemberantasan korupsi,1,0,0,1,0,0,0,0,1,0,1,0
251,pengguna pengguna pengguna justru mas kalau menyudutkan salah satu agama tertentu malah bahaya itulah pak rocky ini cerdik dia bisa menyusun kalimat yang tepat amp pantas digunakan inti dari ini dia mau kasih tau pengertian fiksi sebenarnya ayolah mas nya i,0,0,0,0,0,0,0,0,0,0,0,0
252,para pendukung calon presiden gagal pindah on selalu sibuk urus bawa kabur uang rupiah 35 t tapi tidak sadar kenapa bisa kabur bawa uang sebanyak itu tanpa didukung pribumi mustahil bisa pribumi hanya diam kalau disogok mental kacung memang uniform resource locator,1,1,0,1,0,1,0,0,0,0,1,0
253,rt pengguna pengguna pengguna kamu rabun apa gue menulis tidak berbicara,1,1,1,0,0,0,1,0,0,1,0,0
254,bismillah menahan sepo yang,0,1,0,0,0,0,0,0,0,0,0,0
255,pengguna brahahahaaa nya ahoker pengguna belum cebok pengguna,1,1,1,0,0,0,0,0,1,1,0,0
256,update status bikin tugas tugas selesai tidak ya kok sekali,0,1,0,0,0,0,0,0,0,0,0,0
257,pengguna pak pengguna walaupun anda muslim sebagai pejabat negara anda harus bertindak demi bangsa negara,0,0,0,0,0,0,0,0,0,0,0,0
258,12 ikan yang sudah sembuh dari sakitnya dan yang masih terselamatkan bagus laik jual harus dipisah atau diseleksi dari ikan yang permanen untuk pemeliharaan lebih lanjut kesehatan ikan cc pengguna pengguna pengguna,0,0,0,0,0,0,0,0,0,0,0,0
259,artinya apa pribumi sadari lihat siapa mereka kecuali kalian sama sama cina misionaris abaikan twit ini usir cina indonesia,1,0,0,1,0,1,0,0,0,0,0,1
260,presiden yang anda tuduh anti islam sudah banyak berbuat untuk negeri ini sudah banyak berbuat untuk umat uniform resource locator,1,0,1,0,0,0,0,0,1,1,0,0
261,pengguna pengguna manusia,1,1,1,0,0,0,0,0,1,1,0,0
262,rt pengguna tetapi ingat ya jangan sampai cina mengenalkan wisata haram juga ke indonesia haha,1,0,0,1,0,1,0,0,0,0,1,0
263,rt pengguna bertanya di mana prabowo dan partai keadilan sejahtera saja bib kan asyik itu dianggap prabowo dan partai keadilan sejahtera hidupmu pasti lebih dramatis,1,0,1,0,0,0,0,0,1,1,0,0
264,persahabatan salah lovren ini jadi bukti bahwa beda suku agama ras bukanlah halangan dalam membina hubungan dengan sesama umat manusia perbedaan justru menjadi warna tersendiri dalam menjalin pertemanan terima kasih lovren salah favorit best friend forever bro,0,0,0,0,0,0,0,0,0,0,0,0
265,pengguna pengguna pengguna sama saja lah lae meskipun sudah turun menurun tetapi ideologi partai komunis indonesia selalu melekat di jiwa mereka,0,0,0,0,0,0,0,0,0,0,0,0
266,rt pengguna pengguna saya juga kesal kalau ada yang merokok sambil naik motor iyakan kadang pengap kalau ditutup terus apalagi macet,0,0,0,0,0,0,0,0,0,0,0,0
267,pengguna pengguna sudah meminta maaf pengguna bro enak banget rasan mereka sebar hoaks meminta maaf sebar hoaks lagi meminta maaf lagi mesti di sapu dulu pengguna biar jera nih orang uniform resource locator,1,1,1,0,0,0,0,0,1,1,0,0
268,halo warga jakarta wakil kepala dinas penanaman modal dan pelayanan terpadu satu pintu provinsi daerah khusus ibukota jakarta bapak denny wahyu haryanto mewakili wakil gubernur provinsi daerah khusus ibukota jakarta membuka acara 2018 junior chamber international jci indonesia nasional event setia melayani jakarta,0,0,0,0,0,0,0,0,0,0,0,0
269,2 selain perkuat jaringan gubernur pengguna juga menekankan perlunya menguasai state of the art knowledge serta bahasa selama merantau di luar indonesia pengguna,0,0,0,0,0,0,0,0,0,0,0,0
270,pandangan tuan guru bajang terhadap agama dan politik,0,0,0,0,0,0,0,0,0,0,0,0
271,rt pengguna penyedia,1,1,0,1,0,0,0,0,1,0,1,0
272,susilo bambang yudhoyono presiden ri ke 6 meminta khofifah emil untuk dekat dengan masyarakat no 1 bisa bagus,0,0,0,0,0,0,0,0,0,0,0,0
273,pengguna pengguna pengguna yang itu orang yang mau ganti presiden tetapi tidak tau siapa mikiiiir,1,1,1,0,0,0,0,0,1,1,0,0
274,rt pengguna cewek bandung crot di dalam unduh full uniform resource locator uniform resource locator,0,1,0,0,0,0,0,0,0,0,0,0
275,pengguna complain raga ditanggapi fuck,1,1,0,1,0,0,0,0,1,0,1,0
276,kamu kok kayak grand theft auto maunya dijemput pakai mobil,1,1,1,0,0,0,0,1,0,1,0,0
277,lihat tante,0,1,0,0,0,0,0,0,0,0,0,0
278,sementara itu pengguna kerjanya memusuhi dakwah islam bubarkan hati rakyat juga berhak lengserkan jokowi kodok tukang pencitraan,1,0,1,0,1,0,0,0,0,0,0,1
279,pengguna pengguna pengguna pengguna ha katanya saling melengkapi orang buktinya kamu juga bagaimana sih,1,1,1,0,0,0,0,0,1,1,0,0
280,tidak kata salah seorang khalifah rasyidin itu kami dahulu memerangi orang bersama mereka kalau begitu mereka orang orang tidak juga sebab orang,0,0,0,0,0,0,0,0,0,0,0,0
281,pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna dia suka ujian nasional jadi maklumkan,0,1,0,0,0,0,0,0,0,0,0,0
282,pengguna nek lihat match terakhir chelsea sih harusnya menang mudah manchester united tapi iya embuh sih chelsea ki enggak bisa diprediksi,1,1,0,1,0,0,0,0,1,0,1,0
283,pengguna ya kali pak tentara nasional indonesia suruh uruskan plastik,0,0,0,0,0,0,0,0,0,0,0,0
284,pengguna pengguna itulah yang di khawatirkan dari manuver politik dan kebijakan yang dilakukan oleh ini semoga hal tersebut tidak akan pernah terjadi di negara kesatuan republik indonesia tercinta amin,0,0,0,0,0,0,0,0,0,0,0,0
285,permadi arya melaporkan rocky gerung ke polisi serius itu kitab suci itu fiksi kata rocky pernyataan itu salah anda merasa terhina tunggu bukankah biasa penganut agama a menganggap kitab suci,0,0,0,0,0,0,0,0,0,0,0,0
286,pengguna tengik memang,0,1,0,0,0,0,0,0,0,0,0,0
287,kok bisa pakai buruh cina kan rakyat sendiri banyak pengangguran dasar kodok,1,1,1,0,0,1,0,0,0,1,0,0
288,pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna,1,1,0,1,0,0,0,0,1,0,1,0
289,rupiah haneul pada cute padahal pacarnya yang on retweet,0,1,0,0,0,0,0,0,0,0,0,0
290,pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna bilangnya anti tidak taunya wkwk,0,0,0,0,0,0,0,0,0,0,0,0
291,pengguna di suriah sekolah radikal dan rakit bom pulang ke indonesia jadi tempat pukul ya di amankan,0,0,0,0,0,0,0,0,0,0,0,0
292,rt pengguna karena kadang hidup memang kayak malah kadang yang orang lain tapi kamu yang harus bereskan tainya tangan kamu iya,0,1,0,0,0,0,0,0,0,0,0,0
293,pengguna ih selotipan,1,1,1,0,0,0,0,1,0,1,0,0
294,rt pengguna pengguna pengguna pengguna pengguna pengguna pengguna haha kalah nih iya orang jahat pasti kalah,1,0,1,0,0,0,0,0,1,1,0,0
295,gubernur zaman now gus ipul puti 2 ganjar yasin 1 djarot sihar 2 hasan anton 2 koster ace 1 nurdin sudirman 3 karolin gidot 2 rt pengguna keanekaragaman budaya suku agama itulah sesungguhnya kekayaan kita tutur djarot di hadapan peserta rakercabsu,0,0,0,0,0,0,0,0,0,0,0,0
296,rt pengguna pengguna yang cinta orde baru pasti meng idola kan prabowo amp hary tanoe di,1,0,1,0,0,0,0,0,1,1,0,0
297,menantang buka dadalah eh menyebut setanlah memang sudah pada habis kamus melawan kenegarawanan pak joko widodo presiden ri ke 7 pada makin stresssssss nih hati hati kena strok atau serangan jantung nanti rakyat indonesia kehilangan badut badut politik merdeka,1,1,0,1,0,0,1,0,0,0,1,0
298,pengguna pengguna pengguna pengguna belah duren ya tidak ya tidak maaf ya,1,1,1,0,0,0,0,0,1,1,0,0
299,2 orang orang yahudi dan nasrani yang telah kami beri al kitab taurat dan injil mengenal muhammad,0,0,0,0,0,0,0,0,0,0,0,0
300,bubarkan hati amp front pembela islam uniform resource locator,1,0,0,1,1,0,0,0,0,0,0,1
301,ahok memang verbalnya keras pelampiasan dan pelarian karena kelelakiannya lunak,1,0,1,0,0,0,0,1,0,1,0,0
302,pengguna sekadar bagikan juga teman teman kantor aku kalau ada pelanggan yang bercadar langsung bilang awas ada bom aku hanya menghela nafas,0,0,0,0,0,0,0,0,0,0,0,0
303,rt pengguna mana nih ingin menusuk dan ditusuk open bo wa 08157686707 gay berondong massage boy gay jakarta gay yogyakarta gay tangger,0,1,0,0,0,0,0,0,0,0,0,0
304,pengguna yang diancam untuk dibunuh itu presiden republik indonesia mas terus mesti lapor dulu apakah penegak hukum tidak bisa bertindak jika ada ancaman pembunuhan kepada kepala negaranya,0,0,0,0,0,0,0,0,0,0,0,0
305,pengguna kayak orang nyosor mau meminta,0,1,0,0,0,0,0,0,0,0,0,0
306,pengguna baik,0,1,0,0,0,0,0,0,0,0,0,0
307,pengguna jebur belum bukan cebur,0,1,0,0,0,0,0,0,0,0,0,0
308,partai keadilan sejahtera ulang tahun di balai kota rr berbicara mencalonkan presiden di balai kota ganti saja namanya jadi balai politik,0,0,0,0,0,0,0,0,0,0,0,0
309,pak pengguna perlu melanjutkan rencana pengguna untuk menyeret pengguna ke pengadilan ham pbb uniform resource locator,1,0,1,0,0,0,0,0,1,1,0,0
310,pengguna kebijakan pengembalian barang kepada konsumen yang dilakukan apabila barang tersebut rusak produksi atau konsumen merasa kurang puas dengan produk tersebut terhitung selama 7 hari dari tanggal pembelian haus mini quiz hazid yuk ikutan pengguna,0,0,0,0,0,0,0,0,0,0,0,0
311,kisah hidup muhammad yang lebih lengkap dapat diunduh di sini,0,0,0,0,0,0,0,0,0,0,0,0
312,penjajahan di atas bumi indonesia harus di hapus kan penjajahan ekonomi budaya hasil bumi oleh cina harus kita basmi demi negara kesatuan republik indonesia usir,1,0,0,1,0,1,0,0,0,0,0,1
